,Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Cost of goods sold,Profit Margin,company_short
328,Rubber,Greenfield Agro Exporters Nigeria Limited,France,2021-10-12,182,28119.02,4905.94,5117661.64,Warri,Sea,892881.08,4224780.56,0.17,GAENL
329,Plantain,Agriplus Nigeria Limited,Sweden,2023-10-26,127,35665.11,9712.97,4529468.97,Lagos,Sea,1233547.19,3295921.78,0.27,ANL
330,Cocoa,Agro Export Nigeria Ltd,Denmark,2023-01-05,639,46793.26,2626.29,29900893.14,Calabar,Sea,1678199.31,28222693.830000002,0.06,AENL
331,Plantain,Agro Allied Exporters Nigeria Limited,Sweden,2022-10-29,151,11379.89,7761.71,1718363.39,Lagos,Sea,1172018.21,546345.1799999999,0.68,AAENL
332,Cassava,Agro Export Nigeria Ltd,Sweden,2023-11-12,748,25065.32,7742.48,18748859.36,Lagos,Sea,5791375.04,12957484.32,0.31,AENL
333,Rubber,Nigeria Agro Export Company,Switzerland,2023-09-05,238,11883.0,2853.43,2828154.0,Lagos,Sea,679116.34,2149037.66,0.24,NAEC
334,Cassava,Agriplus Nigeria Limited,France,2023-06-28,778,15017.53,9283.59,11683638.34,Port Harcourt,Sea,7222633.0200000005,4461005.319999999,0.62,ANL
335,Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-09-17,466,40846.78,8081.57,19034599.48,Calabar,Sea,3766011.6199999996,15268587.860000001,0.2,NEPC
336,Plantain,Golden Farms Nigeria Limited,Switzerland,2023-05-27,837,16079.55,8183.76,13458583.35,Lagos,Sea,6849807.12,6608776.2299999995,0.51,GFNL
337,Ginger,Agro Export Nigeria Ltd,France,2021-05-06,727,21997.05,7782.56,15991855.35,Lagos,Sea,5657921.12,10333934.23,0.35,AENL
338,Cashew,Agriplus Nigeria Limited,Switzerland,2020-11-01,618,34261.66,9850.59,21173705.88,Lagos,Sea,6087664.62,15086041.259999998,0.29,ANL
339,Rubber,Agriplus Nigeria Limited,Sweden,2021-07-25,405,13582.18,5894.22,5500782.9,Warri,Sea,2387159.1,3113623.8000000003,0.43,ANL
340,Plantain,Agriplus Nigeria Limited,Sweden,2020-07-24,498,15043.56,2367.6,7491692.88,Lagos,Sea,1179064.8,6312628.08,0.16,ANL
341,Sesame,Agriplus Nigeria Limited,Denmark,2020-08-31,775,17452.74,2686.62,13525873.5,Port Harcourt,Sea,2082130.5,11443743.0,0.15,ANL
342,Plantain,Agriplus Nigeria Limited,Spain,2021-02-05,617,12552.78,3859.98,7745065.26,Port Harcourt,Sea,2381607.66,5363457.6,0.31,ANL
343,Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,2023-03-31,278,28564.88,8098.26,7941036.64,Lagos,Sea,2251316.2800000003,5689720.359999999,0.28,GAENL
344,Cashew,Prime Agro Exports Nigeria Limited,France,2020-04-21,123,28223.94,4207.73,3471544.62,Lagos,Sea,517550.7899999999,2953993.83,0.15,PAENL
345,Cashew,Nigeria Agro Export Company,Netherlands,2021-06-24,670,29082.54,4982.72,19485301.8,Calabar,Sea,3338422.4000000004,16146879.4,0.17,NAEC
346,Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2022-07-18,779,26423.8,2626.87,20584140.2,Lagos,Sea,2046331.73,18537808.47,0.1,GAENL
347,Cocoa,Greenfield Agro Exporters Nigeria Limited,France,2022-07-18,945,32510.05,5669.22,30721997.25,Warri,Sea,5357412.9,25364584.35,0.17,GAENL
348,Ginger,Prime Agro Exports Nigeria Limited,Netherlands,2022-01-12,740,49218.64,3231.87,36421793.6,Lagos,Sea,2391583.8,34030209.800000004,0.07,PAENL
349,Rubber,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-03-06,199,47269.53,9258.5,9406636.47,Lagos,Sea,1842441.5,7564194.970000001,0.2,GAENL
350,Cocoa,Agro Allied Exporters Nigeria Limited,Denmark,2020-05-31,216,25895.71,5588.44,5593473.36,Lagos,Sea,1207103.0399999998,4386370.32,0.22,AAENL
351,Cocoa,Solid Agro Nigeria Limited,Denmark,2020-07-29,723,24896.53,4266.1,18000191.19,Calabar,Sea,3084390.3000000003,14915800.89,0.17,SANL
352,Cocoa,Nigerian Export Promotion Council (NEPC),France,2021-03-31,673,45974.0,7313.46,30940502.0,Lagos,Sea,4921958.58,26018543.42,0.16,NEPC
353,Cashew,Solid Agro Nigeria Limited,Belgium,2023-01-15,555,16865.51,4394.07,9360358.05,Lagos,Sea,2438708.8499999996,6921649.200000001,0.26,SANL
354,Rubber,Golden Farms Nigeria Limited,Germany,2020-06-03,710,48182.29,5868.44,34209425.9,Port Harcourt,Sea,4166592.4,30042833.5,0.12,GFNL
355,Sesame,Solid Agro Nigeria Limited,Spain,2021-10-19,993,41505.97,4434.9,41215428.21,Warri,Sea,4403855.699999999,36811572.510000005,0.11,SANL
356,Ginger,Greenfield Agro Exporters Nigeria Limited,Sweden,2023-04-30,559,30415.41,2103.4,17002214.19,Lagos,Sea,1175800.6,15826413.590000002,0.07,GAENL
357,Plantain,Nigerian Export Promotion Council (NEPC),Germany,2020-01-23,870,28422.6,7385.82,24727662.0,Port Harcourt,Sea,6425663.399999999,18301998.6,0.26,NEPC
358,Palm Oil,Prime Agro Exports Nigeria Limited,Germany,2023-04-06,569,45141.75,8810.63,25685655.75,Port Harcourt,Sea,5013248.47,20672407.28,0.2,PAENL
359,Sesame,Greenfield Agro Exporters Nigeria Limited,Belgium,2023-04-09,127,18303.06,6427.12,2324488.62,Lagos,Sea,816244.24,1508244.3800000001,0.35,GAENL
360,Plantain,Greenfield Agro Exporters Nigeria Limited,Italy,2020-06-25,430,18902.8,5916.22,8128204.0,Port Harcourt,Sea,2543974.6,5584229.4,0.31,GAENL
361,Palm Oil,Nigeria Agro Export Company,Netherlands,2021-10-27,391,19901.91,2594.44,7781646.81,Lagos,Sea,1014426.04,6767220.77,0.13,NAEC
362,Cocoa,Nigerian Export Promotion Council (NEPC),Denmark,2023-01-20,839,42307.64,2725.48,35496109.96,Lagos,Sea,2286677.72,33209432.240000002,0.06,NEPC
363,Cassava,Nigeria Agro Export Company,Netherlands,2023-06-04,314,33005.79,7392.48,10363818.06,Warri,Sea,2321238.7199999997,8042579.340000001,0.22,NAEC
364,Plantain,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-11-22,188,41952.09,9861.73,7886992.92,Lagos,Sea,1854005.24,6032987.68,0.24,GAENL
365,Rubber,Golden Farms Nigeria Limited,Italy,2023-08-13,812,10721.81,4908.79,8706109.72,Warri,Sea,3985937.48,4720172.24,0.46,GFNL
366,Rubber,Agro Allied Exporters Nigeria Limited,Belgium,2021-03-17,709,41015.1,8138.42,29079705.9,Warri,Sea,5770139.78,23309566.119999997,0.2,AAENL
367,Palm Oil,Farmgate Nigeria Limited,Spain,2020-03-17,783,46845.94,7199.79,36680371.02,Lagos,Sea,5637435.57,31042935.450000003,0.15,FNL
368,Ginger,Farmgate Nigeria Limited,Italy,2023-05-09,684,32847.98,4767.0,22468018.32,Port Harcourt,Sea,3260628.0,19207390.32,0.15,FNL
369,Cashew,Solid Agro Nigeria Limited,Spain,2022-10-20,494,15808.25,8514.16,7809275.5,Lagos,Sea,4205995.04,3603280.46,0.54,SANL
370,Palm Oil,Prime Agro Exports Nigeria Limited,Netherlands,2021-09-10,248,49335.1,4909.96,12235104.8,Lagos,Sea,1217670.08,11017434.72,0.1,PAENL
371,Rubber,Prime Agro Exports Nigeria Limited,Belgium,2021-11-01,301,46047.77,3519.61,13860378.77,Lagos,Sea,1059402.61,12800976.16,0.08,PAENL
372,Sesame,Agro Export Nigeria Ltd,Denmark,2020-07-18,586,27772.8,7589.35,16274860.8,Calabar,Sea,4447359.100000001,11827501.7,0.27,AENL
373,Cocoa,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-05-19,743,20825.01,2879.25,15472982.43,Calabar,Sea,2139282.75,13333699.68,0.14,GAENL
374,Palm Oil,Farmgate Nigeria Limited,Netherlands,2021-10-09,428,33222.48,9269.51,14219221.44,Warri,Sea,3967350.2800000003,10251871.16,0.28,FNL
375,Cashew,Agriplus Nigeria Limited,Denmark,2023-12-17,104,28856.79,6754.28,3001106.16,Port Harcourt,Sea,702445.12,2298661.04,0.23,ANL
376,Rubber,Farmgate Nigeria Limited,Belgium,2021-07-12,599,48007.01,6015.13,28756198.99,Port Harcourt,Sea,3603062.87,25153136.119999997,0.13,FNL
377,Ginger,Nigerian Export Promotion Council (NEPC),Netherlands,2020-06-16,115,25006.63,5301.73,2875762.45,Warri,Sea,609698.95,2266063.5,0.21,NEPC
378,Sesame,Farmgate Nigeria Limited,Austria,2021-06-09,762,31052.45,5531.35,23661966.9,Lagos,Sea,4214888.7,19447078.2,0.18,FNL
379,Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-09-22,479,17626.87,6801.41,8443270.73,Warri,Sea,3257875.39,5185395.34,0.39,GAENL
380,Rubber,Agro Export Nigeria Ltd,Italy,2021-09-03,887,39899.3,4319.57,35390679.1,Lagos,Sea,3831458.59,31559220.51,0.11,AENL
381,Palm Oil,Nigerian Export Promotion Council (NEPC),Austria,2021-05-02,655,45931.66,6251.45,30085237.3,Lagos,Sea,4094699.75,25990537.55,0.14,NEPC
382,Plantain,Nigeria Agro Export Company,Switzerland,2020-11-15,909,19171.77,5159.22,17427138.93,Warri,Sea,4689730.98,12737407.95,0.27,NAEC
383,Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-12-25,667,33489.07,9214.17,22337209.69,Lagos,Sea,6145851.39,16191358.3,0.28,GAENL
384,Cocoa,Nigeria Agro Export Company,Denmark,2023-01-12,295,15255.06,5692.82,4500242.7,Warri,Sea,1679381.9,2820860.8000000003,0.37,NAEC
385,Sesame,Nigerian Export Promotion Council (NEPC),Sweden,2021-09-07,930,11752.59,7463.08,10929908.7,Lagos,Sea,6940664.4,3989244.299999999,0.64,NEPC
386,Ginger,Nigeria Agro Export Company,Switzerland,2021-04-01,808,36102.12,4257.5,29170512.96,Calabar,Sea,3440060.0,25730452.96,0.12,NAEC
387,Plantain,Prime Agro Exports Nigeria Limited,Netherlands,2023-02-02,589,47737.46,4814.23,28117363.94,Calabar,Sea,2835581.4699999997,25281782.470000003,0.1,PAENL
388,Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2022-03-03,212,38606.82,8270.19,8184645.84,Lagos,Sea,1753280.28,6431365.56,0.21,NEPC
389,Cocoa,Greenfield Agro Exporters Nigeria Limited,Germany,2023-08-17,164,44326.56,5980.31,7269555.84,Calabar,Sea,980770.8400000001,6288785.0,0.13,GAENL
390,Sesame,Agriplus Nigeria Limited,Sweden,2022-01-16,589,16688.99,5445.11,9829815.11,Lagos,Sea,3207169.79,6622645.319999999,0.33,ANL
391,Cassava,Prime Agro Exports Nigeria Limited,Denmark,2022-09-29,438,22625.33,6130.91,9909894.54,Warri,Sea,2685338.58,7224555.959999999,0.27,PAENL
392,Sesame,Agro Allied Exporters Nigeria Limited,France,2022-08-26,880,40170.32,6843.59,35349881.6,Warri,Sea,6022359.2,29327522.400000002,0.17,AAENL
393,Rubber,Nigeria Agro Export Company,Italy,2023-04-01,483,42817.53,3137.24,20680866.99,Port Harcourt,Sea,1515286.92,19165580.07,0.07,NAEC
394,Cashew,Agro Allied Exporters Nigeria Limited,France,2021-08-06,551,23671.25,6023.56,13042858.75,Lagos,Sea,3318981.56,9723877.19,0.25,AAENL
395,Cashew,Greenfield Agro Exporters Nigeria Limited,France,2022-12-03,757,15651.76,2822.57,11848382.32,Lagos,Sea,2136685.49,9711696.83,0.18,GAENL
396,Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,2023-04-11,131,48048.54,3265.53,6294358.74,Calabar,Sea,427784.43000000005,5866574.3100000005,0.07,NEPC
397,Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2020-07-08,804,24263.35,4847.33,19507733.4,Calabar,Sea,3897253.32,15610480.079999998,0.2,NEPC
398,Palm Oil,Agriplus Nigeria Limited,Denmark,2023-09-06,614,28806.4,3097.77,17687129.6,Lagos,Sea,1902030.78,15785098.820000002,0.11,ANL
399,Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-01-27,870,48583.99,3988.43,42268071.3,Lagos,Sea,3469934.0999999996,38798137.199999996,0.08,PAENL
400,Plantain,Agro Export Nigeria Ltd,Austria,2022-05-31,539,23220.19,4742.1,12515682.41,Lagos,Sea,2555991.9000000004,9959690.51,0.2,AENL
401,Palm Oil,Agro Export Nigeria Ltd,Spain,2023-09-20,338,10969.85,9711.49,3707809.3,Calabar,Sea,3282483.62,425325.6799999997,0.89,AENL
402,Cashew,Agro Export Nigeria Ltd,Belgium,2023-01-31,506,35141.25,6995.65,17781472.5,Warri,Sea,3539798.9,14241673.6,0.2,AENL
403,Plantain,Nigerian Export Promotion Council (NEPC),Netherlands,2020-10-01,223,32345.62,8780.61,7213073.26,Lagos,Sea,1958076.03,5254997.2299999995,0.27,NEPC
404,Palm Oil,Golden Farms Nigeria Limited,Belgium,2021-11-07,873,35948.04,8000.9,31382638.92,Lagos,Sea,6984785.699999999,24397853.220000003,0.22,GFNL
405,Cashew,Solid Agro Nigeria Limited,France,2022-01-03,633,25099.43,2601.78,15887939.19,Lagos,Sea,1646926.7400000002,14241012.45,0.1,SANL
406,Plantain,Golden Farms Nigeria Limited,Denmark,2021-10-17,874,31711.95,2679.84,27716244.3,Port Harcourt,Sea,2342180.16,25374064.14,0.08,GFNL
407,Cocoa,Golden Farms Nigeria Limited,Austria,2020-01-06,492,33982.23,3031.16,16719257.16,Lagos,Sea,1491330.72,15227926.44,0.09,GFNL
408,Sesame,Agriplus Nigeria Limited,Sweden,2020-11-06,816,24557.22,7507.36,20038691.52,Calabar,Sea,6126005.76,13912685.76,0.31,ANL
409,Cashew,Solid Agro Nigeria Limited,Austria,2022-09-09,504,16636.12,4596.82,8384604.48,Port Harcourt,Sea,2316797.28,6067807.200000001,0.28,SANL
410,Sesame,Agriplus Nigeria Limited,Italy,2023-10-26,665,47558.52,7747.05,31626415.8,Calabar,Sea,5151788.25,26474627.55,0.16,ANL
411,Palm Oil,Prime Agro Exports Nigeria Limited,Denmark,2023-02-26,315,41679.02,9014.24,13128891.3,Warri,Sea,2839485.6,10289405.700000001,0.22,PAENL
412,Cocoa,Agro Allied Exporters Nigeria Limited,Netherlands,2023-01-18,179,13561.99,7189.28,2427596.21,Lagos,Sea,1286881.1199999999,1140715.09,0.53,AAENL
413,Cashew,Farmgate Nigeria Limited,France,2021-12-15,773,38681.14,8033.55,29900521.22,Lagos,Sea,6209934.15,23690587.07,0.21,FNL
414,Cassava,Golden Farms Nigeria Limited,Germany,2022-11-30,276,11216.66,4708.95,3095798.16,Calabar,Sea,1299670.2,1796127.9600000002,0.42,GFNL
415,Cashew,Prime Agro Exports Nigeria Limited,France,2022-07-22,412,39780.13,7699.27,16389413.56,Lagos,Sea,3172099.24,13217314.32,0.19,PAENL
416,Sesame,Solid Agro Nigeria Limited,Italy,2022-05-05,949,38419.36,3631.91,36459972.64,Calabar,Sea,3446682.59,33013290.05,0.09,SANL
417,Ginger,Agro Export Nigeria Ltd,Spain,2022-05-05,606,48515.52,6441.57,29400405.12,Lagos,Sea,3903591.42,25496813.700000003,0.13,AENL
418,Sesame,Agro Export Nigeria Ltd,Switzerland,2020-09-15,336,45460.52,6073.91,15274734.72,Calabar,Sea,2040833.76,13233900.96,0.13,AENL
419,Rubber,Prime Agro Exports Nigeria Limited,Denmark,2020-11-06,938,42349.4,5636.58,39723737.2,Port Harcourt,Sea,5287112.04,34436625.160000004,0.13,PAENL
420,Palm Oil,Greenfield Agro Exporters Nigeria Limited,Belgium,2022-07-13,305,11804.84,5226.45,3600476.2,Lagos,Sea,1594067.25,2006408.9500000002,0.44,GAENL
421,Cocoa,Prime Agro Exports Nigeria Limited,Denmark,2023-02-24,696,29398.99,4816.3,20461697.04,Lagos,Sea,3352144.8000000003,17109552.24,0.16,PAENL
422,Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2021-09-07,397,29715.0,6060.24,11796855.0,Warri,Sea,2405915.28,9390939.72,0.2,GAENL
423,Cassava,Golden Farms Nigeria Limited,Belgium,2021-04-02,960,42119.76,7291.26,40434969.6,Lagos,Sea,6999609.600000001,33435360.0,0.17,GFNL
424,Cocoa,Nigeria Agro Export Company,Sweden,2020-08-18,442,39909.45,6492.45,17639976.9,Lagos,Sea,2869662.9,14770313.999999998,0.16,NAEC
425,Cassava,Nigeria Agro Export Company,Netherlands,2020-11-13,229,18212.59,3226.57,4170683.11,Warri,Sea,738884.53,3431798.58,0.18,NAEC
426,Rubber,Agriplus Nigeria Limited,Netherlands,2021-05-13,730,44410.29,3170.9,32419511.7,Warri,Sea,2314757.0,30104754.7,0.07,ANL
427,Cocoa,Farmgate Nigeria Limited,Germany,2022-02-16,972,12391.17,4739.75,12044217.24,Lagos,Sea,4607037.0,7437180.24,0.38,FNL
428,Sesame,Solid Agro Nigeria Limited,Sweden,2020-09-24,903,21669.81,8838.64,19567838.43,Port Harcourt,Sea,7981291.92,11586546.51,0.41,SANL
429,Plantain,Agriplus Nigeria Limited,Denmark,2021-05-14,407,24660.78,5093.85,10036937.46,Lagos,Sea,2073196.9500000002,7963740.510000001,0.21,ANL
430,Palm Oil,Solid Agro Nigeria Limited,Spain,2023-02-18,627,15178.04,9884.25,9516631.08,Port Harcourt,Sea,6197424.75,3319206.33,0.65,SANL
431,Rubber,Agro Export Nigeria Ltd,Switzerland,2023-03-23,741,28606.38,6771.24,21197327.58,Lagos,Sea,5017488.84,16179838.739999998,0.24,AENL
432,Ginger,Solid Agro Nigeria Limited,Austria,2020-03-05,224,45093.4,7090.2,10100921.6,Lagos,Sea,1588204.8,8512716.799999999,0.16,SANL
433,Plantain,Golden Farms Nigeria Limited,Italy,2022-05-15,895,44466.3,6556.12,39797338.5,Lagos,Sea,5867727.399999999,33929611.1,0.15,GFNL
434,Palm Oil,Nigerian Export Promotion Council (NEPC),Netherlands,2023-04-01,180,22060.92,3219.94,3970965.6,Warri,Sea,579589.2,3391376.4000000004,0.15,NEPC
435,Sesame,Agriplus Nigeria Limited,Spain,2021-12-30,972,17424.12,6738.21,16936244.64,Port Harcourt,Sea,6549540.12,10386704.52,0.39,ANL
436,Palm Oil,Prime Agro Exports Nigeria Limited,France,2022-01-10,304,41022.88,3565.88,12470955.52,Port Harcourt,Sea,1084027.52,11386928.0,0.09,PAENL
437,Cashew,Prime Agro Exports Nigeria Limited,Spain,2021-07-17,435,33734.24,7258.28,14674394.4,Lagos,Sea,3157351.8,11517042.600000001,0.22,PAENL
438,Palm Oil,Agro Export Nigeria Ltd,Belgium,2023-06-05,234,30962.68,6008.63,7245267.12,Port Harcourt,Sea,1406019.42,5839247.7,0.19,AENL
439,Plantain,Prime Agro Exports Nigeria Limited,Belgium,2023-06-15,884,35538.5,5297.56,31416034.0,Lagos,Sea,4683043.04,26732990.96,0.15,PAENL
440,Plantain,Farmgate Nigeria Limited,Denmark,2020-09-03,646,10338.09,8152.32,6678406.14,Lagos,Sea,5266398.72,1412007.42,0.79,FNL
441,Cassava,Agro Allied Exporters Nigeria Limited,Netherlands,2020-10-24,885,37238.52,5263.08,32956090.2,Lagos,Sea,4657825.8,28298264.4,0.14,AAENL
442,Plantain,Solid Agro Nigeria Limited,Germany,2020-08-08,463,21324.19,5651.94,9873099.97,Lagos,Sea,2616848.2199999997,7256251.750000001,0.27,SANL
443,Cassava,Nigeria Agro Export Company,Italy,2023-11-04,635,46224.92,4473.09,29352824.2,Lagos,Sea,2840412.15,26512412.05,0.1,NAEC
444,Cocoa,Agro Allied Exporters Nigeria Limited,Belgium,2022-07-02,331,40975.54,5778.24,13562903.74,Calabar,Sea,1912597.44,11650306.3,0.14,AAENL
445,Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,2022-09-23,519,23287.18,9858.14,12086046.42,Calabar,Sea,5116374.66,6969671.76,0.42,GAENL
446,Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2022-11-29,558,37757.63,8787.98,21068757.54,Lagos,Sea,4903692.84,16165064.7,0.23,PAENL
447,Cocoa,Golden Farms Nigeria Limited,France,2021-05-27,480,12519.37,8790.94,6009297.6,Lagos,Sea,4219651.2,1789646.3999999994,0.7,GFNL
448,Cocoa,Greenfield Agro Exporters Nigeria Limited,Italy,2023-08-23,858,41834.28,2100.66,35893812.24,Lagos,Sea,1802366.2799999998,34091445.96,0.05,GAENL
449,Plantain,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-01-30,458,13812.54,3177.15,6326143.32,Lagos,Sea,1455134.7,4871008.62,0.23,GAENL
450,Ginger,Nigeria Agro Export Company,Austria,2023-10-17,345,40531.92,8482.65,13983512.4,Lagos,Sea,2926514.25,11056998.15,0.21,NAEC
451,Cocoa,Solid Agro Nigeria Limited,Sweden,2023-07-18,238,26925.18,2901.45,6408192.84,Lagos,Sea,690545.1,5717647.74,0.11,SANL
452,Rubber,Agro Export Nigeria Ltd,Netherlands,2023-09-15,972,28660.03,8220.25,27857549.16,Warri,Sea,7990083.0,19867466.16,0.29,AENL
453,Rubber,Greenfield Agro Exporters Nigeria Limited,Netherlands,2020-11-20,491,45962.15,6370.54,22567415.65,Lagos,Sea,3127935.14,19439480.509999998,0.14,GAENL
454,Cocoa,Agro Allied Exporters Nigeria Limited,France,2022-07-07,954,32313.86,6873.64,30827422.44,Port Harcourt,Sea,6557452.5600000005,24269969.880000003,0.21,AAENL
455,Cocoa,Agriplus Nigeria Limited,Spain,2021-04-15,262,27644.22,2134.18,7242785.64,Lagos,Sea,559155.1599999999,6683630.4799999995,0.08,ANL
456,Plantain,Nigeria Agro Export Company,Germany,2021-12-18,673,43898.69,2563.04,29543818.37,Lagos,Sea,1724925.92,27818892.450000003,0.06,NAEC
457,Cocoa,Agro Export Nigeria Ltd,Belgium,2023-03-04,513,40829.59,5780.88,20945579.67,Calabar,Sea,2965591.44,17979988.23,0.14,AENL
458,Rubber,Golden Farms Nigeria Limited,Netherlands,2020-12-23,684,22639.19,9105.12,15485205.96,Warri,Sea,6227902.080000001,9257303.879999999,0.4,GFNL
459,Plantain,Greenfield Agro Exporters Nigeria Limited,Belgium,2020-08-28,230,33065.69,7570.06,7605108.7,Lagos,Sea,1741113.8,5863994.9,0.23,GAENL
460,Sesame,Nigerian Export Promotion Council (NEPC),Switzerland,2021-01-04,877,33879.55,5665.66,29712365.35,Lagos,Sea,4968783.82,24743581.53,0.17,NEPC
461,Plantain,Greenfield Agro Exporters Nigeria Limited,Switzerland,2021-10-27,425,45040.57,8443.98,19142242.25,Lagos,Sea,3588691.5,15553550.75,0.19,GAENL
462,Plantain,Greenfield Agro Exporters Nigeria Limited,Germany,2022-06-12,384,21222.42,4490.56,8149409.28,Calabar,Sea,1724375.04,6425034.24,0.21,GAENL
463,Cashew,Solid Agro Nigeria Limited,Denmark,2022-03-13,425,18775.34,5343.85,7979519.5,Lagos,Sea,2271136.25,5708383.25,0.28,SANL
464,Rubber,Nigeria Agro Export Company,Netherlands,2021-05-31,842,44116.31,3737.61,37145933.02,Lagos,Sea,3147067.62,33998865.400000006,0.08,NAEC
465,Ginger,Agro Export Nigeria Ltd,Italy,2020-01-08,866,37209.43,8028.81,32223366.38,Lagos,Sea,6952949.46,25270416.919999998,0.22,AENL
466,Plantain,Agro Allied Exporters Nigeria Limited,France,2023-05-15,282,46063.17,3544.77,12989813.94,Warri,Sea,999625.14,11990188.799999999,0.08,AAENL
467,Cassava,Agriplus Nigeria Limited,Denmark,2023-10-14,823,14356.92,7452.1,11815745.16,Lagos,Sea,6133078.300000001,5682666.859999999,0.52,ANL
468,Rubber,Solid Agro Nigeria Limited,Switzerland,2021-08-10,343,48026.63,6193.02,16473134.09,Lagos,Sea,2124205.8600000003,14348928.23,0.13,SANL
469,Ginger,Greenfield Agro Exporters Nigeria Limited,Spain,2021-12-15,525,21719.7,9485.05,11402842.5,Lagos,Sea,4979651.25,6423191.25,0.44,GAENL
470,Rubber,Solid Agro Nigeria Limited,Denmark,2021-12-19,562,48517.1,3273.33,27266610.2,Lagos,Sea,1839611.46,25426998.74,0.07,SANL
471,Cocoa,Prime Agro Exports Nigeria Limited,Spain,2020-07-19,258,43253.51,3922.14,11159405.58,Warri,Sea,1011912.12,10147493.46,0.09,PAENL
472,Ginger,Agro Export Nigeria Ltd,Spain,2021-11-13,385,21988.74,2986.5,8465664.9,Lagos,Sea,1149802.5,7315862.4,0.14,AENL
473,Plantain,Nigeria Agro Export Company,France,2022-01-11,538,16103.22,9497.29,8663532.36,Lagos,Sea,5109542.0200000005,3553990.339999999,0.59,NAEC
474,Ginger,Farmgate Nigeria Limited,Switzerland,2020-07-17,499,20654.53,9398.38,10306610.47,Lagos,Sea,4689791.619999999,5616818.8500000015,0.46,FNL
475,Palm Oil,Agriplus Nigeria Limited,Spain,2021-04-25,498,10454.43,7341.9,5206306.14,Lagos,Sea,3656266.1999999997,1550039.94,0.7,ANL
476,Sesame,Agro Export Nigeria Ltd,Netherlands,2022-06-06,586,33793.72,9831.95,19803119.92,Calabar,Sea,5761522.7,14041597.220000003,0.29,AENL
477,Cashew,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-03-27,462,40352.05,5985.5,18642647.1,Lagos,Sea,2765301.0,15877346.100000001,0.15,GAENL
478,Palm Oil,Agro Allied Exporters Nigeria Limited,France,2020-07-15,797,44352.82,8523.69,35349197.54,Port Harcourt,Sea,6793380.930000001,28555816.61,0.19,AAENL
479,Sesame,Nigerian Export Promotion Council (NEPC),Austria,2022-04-26,249,43575.52,5482.79,10850304.48,Lagos,Sea,1365214.71,9485089.77,0.13,NEPC
480,Cashew,Farmgate Nigeria Limited,Belgium,2021-05-14,407,17240.74,7258.3,7016981.18,Lagos,Sea,2954128.1,4062853.0799999996,0.42,FNL
481,Sesame,Nigeria Agro Export Company,Belgium,2020-07-31,803,13464.75,4787.78,10812194.25,Warri,Sea,3844587.34,6967606.91,0.36,NAEC
482,Palm Oil,Nigeria Agro Export Company,Italy,2021-04-13,326,13973.69,7279.87,4555422.94,Lagos,Sea,2373237.62,2182185.3200000003,0.52,NAEC
483,Cocoa,Solid Agro Nigeria Limited,Belgium,2022-01-09,394,32556.2,8455.97,12827142.8,Warri,Sea,3331652.1799999997,9495490.620000001,0.26,SANL
484,Sesame,Agriplus Nigeria Limited,Switzerland,2020-08-24,280,25327.4,6295.63,7091672.0,Lagos,Sea,1762776.4000000001,5328895.6,0.25,ANL
485,Sesame,Greenfield Agro Exporters Nigeria Limited,Spain,2022-05-19,716,19523.8,7102.27,13979040.8,Calabar,Sea,5085225.32,8893815.48,0.36,GAENL
486,Ginger,Agro Export Nigeria Ltd,Switzerland,2020-07-23,522,38587.91,7291.1,20142889.02,Lagos,Sea,3805954.2,16336934.82,0.19,AENL
487,Ginger,Golden Farms Nigeria Limited,Sweden,2022-03-24,196,31132.11,5678.06,6101893.56,Lagos,Sea,1112899.76,4988993.8,0.18,GFNL
488,Plantain,Nigerian Export Promotion Council (NEPC),Denmark,2020-08-11,578,48791.16,6835.16,28201290.48,Lagos,Sea,3950722.48,24250568.0,0.14,NEPC
489,Plantain,Agro Allied Exporters Nigeria Limited,France,2023-07-15,562,15317.68,4424.41,8608536.16,Port Harcourt,Sea,2486518.42,6122017.74,0.29,AAENL
490,Cashew,Golden Farms Nigeria Limited,Italy,2022-04-13,900,27487.89,7714.09,24739101.0,Lagos,Sea,6942681.0,17796420.0,0.28,GFNL
491,Sesame,Agriplus Nigeria Limited,Spain,2023-03-30,266,27835.87,4866.09,7404341.42,Lagos,Sea,1294379.94,6109961.48,0.17,ANL
